appcore\ecs\ecs_oxideclosure.cpp,46
appcore\ecs\ecs_prespectrolith.cpp,54
appcore\ecs\ecs_prespectrolith.h,54
appcore\ecs\ecs_process_fun.h,10
appcore\ecs\ecs_redistribute.cpp,11
appcore\ecs\ecs_spectrolith.cpp,85
appcore\ecs\ecs_spectrolith.h,71
appcore\ecs\ecs_spectrolith_acquisition.cpp,8
appcore\ecs\ecs_spectrolith_playback.cpp,32
appcore\ecs\ecs_standards.h,870
appcore\ecs\ecs_uncertainty.cpp,30
appcore\ecs\ecs_utilities.cpp,9
appcore\ecs\marquardt.cpp,10
appcore\ecs\matrix_inverse.cpp,11
appcore\ecs\std_calibration.cpp,24
appcore\emitlib\emitprocessing\mandrelprocessing\emitb_c\include\algorithm\emitb-algo_ethkcomputation.h,138
appcore\emitlib\emitprocessing\mandrelprocessing\emitb_c\include\workflow\emitb-workflow.h,10
appcore\emitlib\emitprocessing\mandrelprocessing\emitb_c\include\workflow\emitc-workflow.h,10
appcore\emitlib\emitprocessing_microtest\mandrelprocessing\emitb_c\src\algorithm\emita-zattphicomp_microtest.cpp,21
appcore\emitlib\emitprocessing_microtest\mandrelprocessing\emitb_c\src\algorithm\emitb-ethkcomp_microtest.cpp,8
appcore\emitlib\emitprocessing_microtest\mandrelprocessing\emitb_c\src\algorithm\emitb-zattphicomp_microtest.cpp,64
appcore\emitlib\emitprocessing_microtest\mandrelprocessing\emitb_c\src\algorithm\emitc-ethkcomp_microtest.cpp,39
appcore\emitlib\emitprocessing_microtest\mandrelprocessing\emitb_c\src\algorithm\emitc-zattphicomp_microtest.cpp,51
appcore\emitlib\emitprocessing_microtest\mandrelprocessing\emitb_c\src\workflow\emita-workflow_microtest.cpp,13
appcore\emitlib\emitprocessing_microtest\mandrelprocessing\emitb_c\src\workflow\emitb-workflow_microtest.cpp,51
appcore\emitlib\emitprocessing_microtest\mandrelprocessing\emitb_c\src\workflow\emitc-workflow_microtest.cpp,82
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\algorithm\emita-zattphicomp_unittest.cpp,8
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\algorithm\emitb-ethkcomp_test.cpp,129
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\algorithm\emitb-ethkcomp_unittest.cpp,46
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\algorithm\emitb-zattphicomp_test.cpp,678
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\algorithm\emitb-zattphicomp_unittest.cpp,257
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\algorithm\emitc-ethkcomp_test.cpp,189
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\algorithm\emitc-ethkcomp_unittest.cpp,58
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\algorithm\emitc-zattphicomp_test.cpp,600
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\algorithm\emitc-zattphicomp_unittest.cpp,218
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\utils\abstractalgorithm_test.cpp,147
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\utils\abstractinput_test.cpp,25
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\utils\abstractinput_unittest.cpp,25
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\workflow\emitb-workflow_test.cpp,68
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\workflow\emitb-workflow_unittest.cpp,56
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\workflow\emitc-workflow_test.cpp,67
appcore\emitlib\emitprocessing_unittest\mandrelprocessing\emitb_c\src\workflow\emitc-workflow_unittest.cpp,55
appcore\hngs\hngs_computation_kernel.cpp,41
appcore\hngs\hngs_computation_kernel.h,41
appcore\hngs\hngs_marq.cpp,9
appcore\hngs\hngs_marq.h,9
appcore\hzdecisionxpress\common\firstlook_define.h,318
appcore\hzdecisionxpress\common\firstlook_main.h,154
appcore\interpolation\spline3d\source\wm5bsplinevolume.cpp,64
appcore\interpolation\spline3d\source\wm5memory.h,18
appcore\lds\common\lds_commonexports.h,95
appcore\lds\hldsd\hldsd_computationdriver.cpp,44
appcore\lds\hldsd\hldsd_densityroutines.cpp,7
appcore\lds\hldsd\hldsd_densityroutines.h,7
appcore\lds\ldsb\ldsb_computationdriver.cpp,42
appcore\lds\ldsb\ldsb_densitycomputations.cpp,9
appcore\lds\ldsb\ldsb_densityroutines.cpp,14
appcore\lds\ldsb\ldsb_densityroutines.h,14
appcore\lds\ldsb\ldsb_photoelectricfactorroutines.cpp,7
appcore\lds\ldsb\ldsb_photoelectricfactorroutines.h,7
appcore\lwd\lwd_density.cpp,21
appcore\lwd\lwd_neutron.cpp,16
appcore\pex\hgns\hgnscomputation.cpp,138
appcore\pex\hgns\hgnscomputation.h,42
appcore\pex\hgns\hgnsmisc.h,14
appcore\physics\physics_utility.cpp,23
appcore\pl\fsi_ip_processing\fsiip_c.h,64
appcore\pl\sprint\sprint2.h,16
appcore\pl\sprint\sprintalgorithm.cpp,35
appcore\pl\sprint\sprintalgorithm.h,35
appcore\rst\rst_marquardt.cpp,20
appcore\rst\rst_sigma_computation.cpp,18
appcore\rst\rst_yields_computation.h,11
appcore\sldt\sldt_compengine.cpp,8
appcore\sldt\sldt_compengine.h,8
appcore\sonic\cs_sonic\altdet.cpp,8
appcore\sonic\cs_sonic\altdet_nrutil.h,8
appcore\sonic\cs_sonic\common\clapack\include\f2c.h,76
appcore\sonic\cs_sonic\elasticmoduli_algorithms.cpp,9
appcore\sonic\cs_sonic\hefmd.cpp,51
appcore\sonic\cs_sonic\hefmd.h,8
appcore\sonic\cs_sonic\hefmd_hilbenergydetect.cpp,32
appcore\sonic\cs_sonic\hefmd_linefitqc.cpp,47
appcore\sonic\cs_sonic\hefmd_test.cpp,20
appcore\sonic\cs_sonic\mast_mcal_filter.cpp,25
appcore\sonic\cs_sonic\mathutility.h,34
appcore\sonic\cs_sonic\multidim_alloc_templates.h,8
appcore\sonic\cs_sonic\radprof_altdet.cc,54
appcore\sonic\cs_sonic\radprof_image.cc,19
appcore\sonic\cs_sonic\radprof_main.cc,10
appcore\sonic\cs_sonic\radprof_proc.cc,19
appcore\sonic\cs_sonic\rayprof_altdet.cc,54
appcore\sonic\cs_sonic\rayprof_class.cpp,54
appcore\sonic\cs_sonic\rp_main.cc,22
autouatest\automationtestwebapi\dataaccesslayer\models\testcase\toolsettool.cs,9
autouatest\automationtestwebapi\webapis\app_start\bundleconfig.cs,20
autouatest\automationtestwebapi\webapis\areas\helppage\apidescriptionextensions.cs,25
autouatest\automationtestwebapi\webapis\areas\helppage\helppageconfigurationextensions.cs,64
autouatest\automationtestwebapi\webapis\areas\helppage\samplegeneration\helppagesamplegenerator.cs,224
autouatest\automationtestwebapi\webapis\areas\helppage\samplegeneration\helppagesamplekey.cs,75
autouatest\automationtestwebapi\webapis\areas\helppage\samplegeneration\objectgenerator.cs,374
autouatest\automationtestwebapi\webapis\areas\helppage\xmldocumentationprovider.cs,36
autouatest\bulkdatadvweb\bulkdatadvdataaccesslayer\dataaccessor.cs,74
autouatest\bulkdatadvweb\bulkdatadvdataaccesslayer\pushbaselinetodb.cs,10
autouatest\bulkdatadvweb\bulkdatadvdataaccesslayer\sqlconnectionutility.cs,12
autouatest\bulkdatadvweb\bulkdatadvlogiclayer.tests\bulkdatadvresultanalysertest.cs,9
autouatest\bulkdatadvweb\bulkdatadvlogiclayer\datalogicprocessor.cs,20
autouatest\bulkdatadvweb\bulkdatadvweb\bulkdatadvdetailresult.aspx.cs,7
autouatest\bulkdatadvweb\bulkdatadvweb\default.master.cs,28
autouatest\bulkdatadvweb\bulkdatadvweb\finalresultanalyzer.cs,10
autouatest\bulkdatadvweb\bulkdatadvweb\finalresultlist.aspx.cs,21
autouatest\bulkdatadvweb\bulkdatadvweb\paginator.cs,28
autouatest\dumpldf\comparevsiproj\comparer.cs,47
autouatest\dumpldf\comparevsiproj\program.cs,17
autouatest\dumpldf\dumpldf\converterhelper.cs,17
autouatest\dumpldf\dumpldf\ldf2csvconverter.cs,16
autouatest\dumpldf\dumpldf\program.cs,17
autouatest\dumpldf\mstest\dumpldf_mstest\filecompare.cs,7
autouatest\dumpldf\mstest\dumpldf_mstest\ldf2csvconverter_unittest.cs,18
autouatest\dumpldf\mstest\dumpldf_mstest\programunittest.cs,25
autouatest\generatecsvfromcoveragedata\convertcodecoveragedatatoxml\program.cs,11
autouatest\generatecsvfromcoveragedata\visualstudiomerge\program.cs,11
autouatest\newdatavalidationweb\autodatavalidationweb\site.master.cs,28
autouatest\newdatavalidationweb\dvdataaccesslayer\dataaccessor.cs,8
autouatest\newdatavalidationweb\newautodatavalidation\app_start\bundleconfig.cs,20
autouatest\tcweb\casegenerator\generate.cs,7
autouatest\tcweb\casegenerator\web references\casegeneratorwebservice\reference.cs,63
autouatest\tcweb\caserevert\requestcontroller.cs,56
autouatest\tcweb\caserevert\sqlhelper.cs,155
autouatest\tcweb\controller\automationsqlhelper.cs,42
autouatest\tcweb\controller\dvsqlhelper.cs,10
autouatest\tcweb\controller\executor.cs,23
autouatest\tcweb\controller\getexcludedworkflow.cs,34
autouatest\tcweb\controller\getexclutableworkflow.cs,20
autouatest\tcweb\controller\getworkflowrelatedtestcases.cs,9
autouatest\tcweb\controller\performancemonitor.cs,28
autouatest\tcweb\controller\smrsqlhelper.cs,25
autouatest\tcweb\controller\sqlhelper.cs,117
autouatest\tcweb\controller\webreferences\hzpatchservice\reference.cs,18
autouatest\tcweb\deleteunexpectedresults\requestcontroller.cs,56
autouatest\tcweb\deleteunexpectedresults\sqlhelper.cs,155
autouatest\tcweb\sharedfunctionforcasewfresult\common.cs,49
autouatest\tcweb\sharedfunctionforcasewfresult\piechartprogram.cs,94
autouatest\tcweb\sharedfunctionforcasewfresult\sqlhelper.cs,89
autouatest\tcweb\testcompleteassistant\requestcontroller.cs,25
autouatest\tcweb\testcompleteassistant\sqlhelper.cs,151
autouatest\tcweb\testcompleteassistant\web references\casegeneratorwebreference\reference.cs,244
autouatest\tcweb\testcompleteassistantv2\datavalidation.cs,32
autouatest\tcweb\testcompleteassistantv2\web references\accessdbwebservice\reference.cs,167
autouatest\tcweb\testcompleteassistantv2\workflow.cs,32
autouatest\tcweb\views\actioneditor.aspx.cs,24
autouatest\tcweb\views\assemble.aspx.cs,41
autouatest\tcweb\views\bulkcompareresultbymultibaseline.aspx.cs,99
autouatest\tcweb\views\casemainsvb.aspx.cs,7
autouatest\tcweb\views\clone.aspx.cs,15
autouatest\tcweb\views\crossbaselinebulkresult.aspx.cs,91
autouatest\tcweb\views\dliscompareresult.aspx.cs,62
autouatest\tcweb\views\editcase.aspx.cs,17
autouatest\tcweb\views\getalldailyexecutedtestcasesdividebyworkflow.aspx.cs,11
autouatest\tcweb\views\newtestcase.aspx.cs,15
autouatest\tcweb\views\singlebaselineresult.aspx.cs,11
autouatest\tcweb\views\testcaseperfmonitor.aspx.cs,8
autouatest\tcweb\views\testcaseperformancemonitor.aspx.cs,9
autouatest\tcweb\views\updateperfreference.aspx.cs,9
autouatest\tcweb\views\web references\selfservice\reference.cs,18
autouatest\uiatweb\baselinedatamodelcompatibility\dataaccessor.cs,25
autouatest\uiatweb\dbwebapi\app_start\bundleconfig.cs,20
autouatest\uiatweb\dbwebapi\areas\helppage\apidescriptionextensions.cs,25
autouatest\uiatweb\dbwebapi\areas\helppage\helppageconfigurationextensions.cs,64
autouatest\uiatweb\dbwebapi\areas\helppage\samplegeneration\helppagesamplegenerator.cs,224
autouatest\uiatweb\dbwebapi\areas\helppage\samplegeneration\helppagesamplekey.cs,75
autouatest\uiatweb\dbwebapi\areas\helppage\samplegeneration\objectgenerator.cs,374
autouatest\uiatweb\dbwebapi\areas\helppage\xmldocumentationprovider.cs,36
autouatest\uiatweb\performancetestexecwebapi\areas\helppage\apidescriptionextensions.cs,25
autouatest\uiatweb\performancetestexecwebapi\areas\helppage\helppageconfigurationextensions.cs,64
autouatest\uiatweb\performancetestexecwebapi\areas\helppage\samplegeneration\helppagesamplegenerator.cs,224
autouatest\uiatweb\performancetestexecwebapi\areas\helppage\samplegeneration\helppagesamplekey.cs,75
autouatest\uiatweb\performancetestexecwebapi\areas\helppage\samplegeneration\objectgenerator.cs,374
autouatest\uiatweb\performancetestexecwebapi\areas\helppage\xmldocumentationprovider.cs,8
autouatest\uiatweb\tfswebapi\app_start\bundleconfig.cs,20
autouatest\uiatweb\tfswebapi\areas\helppage\apidescriptionextensions.cs,25
autouatest\uiatweb\tfswebapi\areas\helppage\helppageconfigurationextensions.cs,64
autouatest\uiatweb\tfswebapi\areas\helppage\samplegeneration\helppagesamplegenerator.cs,224
autouatest\uiatweb\tfswebapi\areas\helppage\samplegeneration\helppagesamplekey.cs,75
autouatest\uiatweb\tfswebapi\areas\helppage\samplegeneration\objectgenerator.cs,374
autouatest\uiatweb\tfswebapi\areas\helppage\xmldocumentationprovider.cs,36
autouatest\uiatweb\uiatchartcontrol\chart.cs,9
autouatest\uiatweb\uiatdataaccesslayer\dataaccessor.cs,337
autouatest\uiatweb\uiatdataaccesslayer\pushbaselinetodb.cs,29
autouatest\uiatweb\uiatdataaccesslayer\sqlconnectionutility.cs,53
autouatest\uiatweb\uiatlogiclayer.tests\uiatresultanalysertest.cs,9
autouatest\uiatweb\uiatlogiclayer\datalogicprocessor.cs,29
autouatest\uiatweb\uiatlogiclayer\executor.cs,23
autouatest\uiatweb\uiatlogiclayer\getexcludedworkflow.cs,34
autouatest\uiatweb\uiatlogiclayer\getexclutableworkflow.cs,20
autouatest\uiatweb\uiatlogiclayer\getworkflowrelatedtestcases.cs,9
autouatest\uiatweb\uiatlogiclayer\maxwelltfsbughandler.cs,8
autouatest\uiatweb\uiatlogiclayer\model\baseline\baselinequery.cs,10
autouatest\uiatweb\uiatlogiclayer\model\testingqueue\testjob.cs,10
autouatest\uiatweb\uiattestexecweb\getalldailyexecutedtestcasesdividebyworkflow.aspx.cs,11
autouatest\uiatweb\uiattestexecweb\getdailyexecutioncaselist.aspx.cs,8
autouatest\uiatweb\uiattestexecweb\getdailyexecutioncaselist_refact.aspx.cs,8
autouatest\uiatweb\uiatweb\administration.aspx.cs,49
autouatest\uiatweb\uiatweb\automationwebapi.cs,23
autouatest\uiatweb\uiatweb\baselineversionparser.cs,8
autouatest\uiatweb\uiatweb\default.master.cs,16
autouatest\uiatweb\uiatweb\detailresultlist.aspx.cs,14
autouatest\uiatweb\uiatweb\ldapauth.cs,21
autouatest\uiatweb\uiatweb\login.aspx.cs,8
autouatest\uiatweb\uiatweb\ondemandrequestlist.aspx.cs,38
autouatest\uiatweb\uiatweb\ondemandtestrequest.aspx.cs,65
autouatest\uiatweb\uiatweb\paginator.cs,28
autouatest\uiatweb\uiatweb\performancereportssub1.aspx.cs,9
autouatest\uiatweb\uiatweb\resulteditor.aspx.cs,58
autouatest\uiatweb\uiatweb\testcasebugideditor.aspx.cs,105
autouatest\uiatweb\uiatweb\testresult.aspx.cs,23
autouatest\utility\autocomparedigitaldata\lasreder.cs,24
autouatest\utility\autogeneratepdfbytechlog\comparedlisbytechlog.cs,8
autouatest\utility\automationrobot\automationdataaccessorlayer\dvdataaccessor.cs,8
autouatest\utility\automationrobot\automationdataaccessorlayer\sqlconnectionutility.cs,71
autouatest\utility\automationrobot\automationdataaccessorlayer\uidataaccessor.cs,641
autouatest\utility\automationrobot\automationlogiclayer\dvlogicprocessor.cs,35
autouatest\utility\automationrobot\automationlogiclayer\uilogicprocessor.cs,39
autouatest\utility\automationrobot\uiatdataaccesslayer\dataaccessor.cs,741
autouatest\utility\automationrobot\uiatdataaccesslayer\pushbaselinetodb.cs,29
autouatest\utility\automationrobot\uiatdataaccesslayer\sqlconnectionutility.cs,71
autouatest\utility\bulkdatacomparedetailresulthandler\argumentsparser.cs,9
autouatest\utility\bulkdatacomparefinalresulthandler\argumentsparser.cs,9
autouatest\utility\common\sqlhelper.cs,44
autouatest\utility\common\web references\sqlwebreference\reference.cs,244
autouatest\utility\copynotconfirmdata\comparedlis.cs,8
autouatest\utility\copynotconfirmdata\techlogcompareandpublish.cs,20
autouatest\utility\copynotconfirmdata\web references\datavaliationresult\reference.cs,401
autouatest\utility\createcompareresult\web references\datavalidationresult\reference.cs,284
autouatest\utility\dliscompareandanalysis\compareconfigxml.cs,53
autouatest\utility\dliscompareandanalysis\dliscompareandanalysis.cs,56
autouatest\utility\dliscomparecommon\compareconfigxml.cs,53
autouatest\utility\dliscomparecommon\dliscompare.cs,70
autouatest\utility\dvhub\administration.aspx.cs,66
autouatest\utility\dvhub\automationwebapi.cs,23
autouatest\utility\dvhub\automationwebapidatamodel.cs,29
autouatest\utility\dvhub\baselineversionparser.cs,8
autouatest\utility\dvhub\bulkcrossbaselinetrend.aspx.cs,31
autouatest\utility\dvhub\bulksamebaselinetrend.aspx.cs,31
autouatest\utility\dvhub\coreshieldresult.aspx.cs,20
autouatest\utility\dvhub\datavalidationresult.asmx.cs,14
autouatest\utility\dvhub\detailcontent.aspx.cs,40
autouatest\utility\dvhub\finalresultanalyzer.cs,55
autouatest\utility\dvhub\finalresulttrend.aspx.cs,83
autouatest\utility\dvhub\ja3finalresult.aspx.cs,83
autouatest\utility\dvhub\ja3summary.aspx.cs,30
autouatest\utility\dvhub\ja3vsrefdetailcontent.aspx.cs,40
autouatest\utility\dvhub\keytoolsummary.aspx.cs,30
autouatest\utility\dvhub\ldapauth.cs,21
autouatest\utility\dvhub\login.aspx.cs,8
autouatest\utility\dvhub\ondemandrequestlist.aspx.cs,38
autouatest\utility\dvhub\ondemandtestrequest.aspx.cs,65
autouatest\utility\dvhub\ondemandtestresult.aspx.cs,20
autouatest\utility\dvhub\paginator.cs,28
autouatest\utility\dvhub\reportcommon.cs,23
autouatest\utility\dvhub\resulteditor.aspx.cs,25
autouatest\utility\dvhub\testcasebugideditor.aspx.cs,113
autouatest\utility\getbaselinenumber\web references\datavalidationresult\reference.cs,492
autouatest\utility\needtocomparebulkdata\web references\datavalidationresultservice\reference.cs,113
autouatest\utility\publishandclearance\web references\datavalidationresult\reference.cs,353
autouatest\utility\setup\web references\datavalidationresult\reference.cs,268
autouatest\utility\updatechannelsinfo\updatechannelsdatabase.cs,20
autouatest\utility\updaterunningresult\web references\datavalidationresultservice\reference.cs,235
autouatest\utility\updatetoolconfig\web references\datavalidationresult\reference.cs,750
autouatest\utility\updatevalidationjob\web references\datavalidationresult\reference.cs,789
autouatest\webservice\toolexcludedwebservice\app_start\bundleconfig.cs,20
autouatest\webservice\toolexcludedwebservice\areas\helppage\apidescriptionextensions.cs,25
autouatest\webservice\toolexcludedwebservice\areas\helppage\helppageconfigurationextensions.cs,64
autouatest\webservice\toolexcludedwebservice\areas\helppage\samplegeneration\helppagesamplegenerator.cs,224
autouatest\webservice\toolexcludedwebservice\areas\helppage\samplegeneration\helppagesamplekey.cs,75
autouatest\webservice\toolexcludedwebservice\areas\helppage\samplegeneration\objectgenerator.cs,374
autouatest\webservice\toolexcludedwebservice\areas\helppage\xmldocumentationprovider.cs,36
build\scripts\cloud\thirdparty\unxutils\usr\local\include\flexlexer.h,42
build\scripts\production\thirdparty\unxutils\usr\local\include\flexlexer.h,42
build\tools\depwalkertools\tests\vsparserwrappertest\vsparserwrapperslnparsingtester.cs,78
build\tools\editor\localsystembrowser.cs,8
build\tools\editor\program.cs,9
build\tools\editor\targetmachinebrowser.cs,8
build\tools\maxwellcheckinpolicy\main\maxwellcodereviewpolicy\maxwellcodereviewpolicycoretest\haskeyreviewerruletest.cs,18
build\tools\maxwellcheckinpolicy\main\maxwellcodereviewpolicy\maxwellcodereviewpolicycoretest\policybasedoncodereviewrequesttest.cs,869
build\tools\maxwellcheckinpolicy\main\maxwellcodereviewpolicy\maxwellcodereviewpolicycoretest\policybasedonmaxwellcodereviewtest.cs,826
build\tools\maxwellcheckinpolicy\main\maxwellcodereviewpolicy\maxwellcodereviewpolicycoretest\testworkitemproxy.cs,10
build\tools\maxwellcheckinpolicy\main\maxwellcodereviewpolicy\maxwellcodereviewpolicyforvs2008\defaultworkitemproxy.cs,8
build\tools\maxwellcheckinpolicy\main\maxwellcodereviewpolicy\maxwellcodereviewpolicyforvs2012\codereviewrequestpolicy.cs,32
build\tools\maxwellcheckinpolicy\maxwellcodereviewpolicyv2\maxwellcodereviewpolicy\maxwellcodereviewpolicycoretest\codereviewpolicyrunnertest.cs,46
build\tools\maxwellcheckinpolicy\maxwellcodereviewpolicyv2\maxwellcodereviewpolicy\maxwellcodereviewpolicycoretest\testworkitemproxy.cs,10
build\tools\maxwellcheckinpolicy\maxwellcodereviewpolicyv2\maxwellcodereviewpolicy\maxwellcodereviewpolicyforvs2008\defaultworkitemproxy.cs,8
build\tools\maxwellcheckinpolicy\maxwellcodereviewpolicyv2\maxwellcodereviewpolicy\maxwellcodereviewpolicyforvs2008\maxwellcodereviewpolicyforvs2008.cs,9
build\tools\maxwellcheckinpolicy\maxwellcodereviewpolicyv2\maxwellcodereviewpolicy\maxwellcodereviewpolicyforvs2008\util.cs,36
build\tools\maxwellcheckinpolicy\maxwellcodereviewpolicyv2\maxwellcodereviewpolicy\maxwellcodereviewpolicyforvs2012\codereviewrequestpolicy.cs,32
build\tools\maxwellcheckinpolicy\maxwellcodereviewpolicyv2\maxwellcodereviewpolicy\maxwellcodereviewpolicyforvs2012\maxwellcodereviewpolicy.cs,9
build\tools\maxwellcheckinpolicy\maxwellcodereviewpolicyv2\maxwellcodereviewpolicy\maxwellcodereviewpolicyforvs2012\util.cs,36
build\tools\splitter\splitter.cs,9
ci\tool\citestmanagementtools\tests\mstest\citestresultanalyzerworkertester.cs,216
ci\tool\codemetricsweb\model\generated\sql.cs,1556
ci\tool\codemetricsweb\model\metrictypes\alltestcoverage.cs,46
ci\tool\codemetricsweb\model\metrictypes\autodvtestcoverage.cs,21
ci\tool\codemetricsweb\model\metrictypes\autouidvtestcoverage.cs,46
ci\tool\codemetricsweb\model\metrictypes\autouitestcoverage.cs,46
ci\tool\codemetricsweb\model\metrictypes\codehotspotrating.cs,11
ci\tool\codemetricsweb\model\metrictypes\countcodewarmspotrating.cs,20
ci\tool\codemetricsweb\model\metrictypes\counthotspotrating.cs,20
ci\tool\codemetricsweb\model\metrictypes\dscviolations.cs,8
ci\tool\codemetricsweb\model\metrictypes\integrationtestcoverage.cs,46
ci\tool\codemetricsweb\model\metrictypes\layerviolation.cs,10
ci\tool\codemetricsweb\model\metrictypes\microtestcoverage.cs,46
ci\tool\codemetricsweb\model\metrictypes\unpublishedapi.cs,10
ci\tool\codemetricsweb\model\metrictypes\workflowspecificreferences.cs,8
ci\tool\codemetricsweb\web\trendline.aspx.cs,93
ci\tool\codemetricsweb\web\trendlinecomponents.aspx.cs,111
ci\tool\codemetricsweb\web\trendlinesubcomponents.aspx.cs,72
